Input,Output
"[318.1901344 325.4454892 322.8437472 328.0518621 330.9649378 328.5521325
 328.8162969 328.9119332 313.1874444 325.1742078 323.6269787 311.0915325
 334.2195776 329.0808028 326.7203304 335.5626113 336.7069276 320.8433078
 332.185998  326.6687898 310.3188195 330.7686655 324.2096894 329.2217096
 322.7168696 304.0335292 320.0657181 321.7431852 322.5975462 328.514143
 332.6837959 284.153362  342.3119174 320.076018  325.9342576 329.2825256
 324.3973421 177.6803025 338.0365332 343.9624053 331.8860298 345.7579254
 331.0338681 340.9123433 342.7448148 339.0024995 340.1802017 326.4880903
 322.5588327 337.211337  341.0544522 334.4663933 321.6958656 325.9518248
 328.8084558 339.6934551 346.4630058 327.6496186 319.4480914 318.5290348
 316.1707617 314.3051228 319.1502951 326.5286753 321.7083376 324.2052362
 307.6976935 297.8526178 307.275861  319.1960301 334.117316  311.8270756
 326.9063438 320.0309934 332.9462254 327.243277  316.7852192 318.3836884
 325.1323934 323.1427593 320.713944  306.4655683 322.9018585 298.6537853
 328.1407638 333.1802004 331.5149046 333.8281258 332.9047115 342.147706
 323.5827191 326.0372568 326.3390556 328.4890898 346.2358201 334.7747763
 330.0973398 328.2224666 339.4504916 337.4542732 335.2903873 337.0138626
 335.9217836 317.067224  278.8552253 303.4356008 334.8241449 323.2011574
 324.1539005 318.9266474 325.6280056 317.3875053 317.1508255 331.7221599
 336.039823  332.4039357 338.8049704 324.7977004 333.5159998 325.7111016
 334.990501  334.3835704 329.2017108 328.3909264 302.5819228 319.9699315
 339.3183821]","[ 7.25535480e+00 -2.60174200e+00  5.20811490e+00  2.91307570e+00
 -2.41280530e+00  2.64164400e-01  9.56363000e-02 -1.57244888e+01
  1.19867634e+01 -1.54722910e+00 -1.25354462e+01  2.31280451e+01
 -5.13877480e+00 -2.36047240e+00  8.84228090e+00  1.14431630e+00
 -1.58636198e+01  1.13426902e+01 -5.51720820e+00 -1.63499703e+01
  2.04498460e+01 -6.55897610e+00  5.01202020e+00 -6.50484000e+00
 -1.86833404e+01  1.60321889e+01  1.67746710e+00  8.54361000e-01
  5.91659680e+00  4.16965290e+00 -4.85304339e+01  5.81585554e+01
 -2.22358994e+01  5.85823960e+00  3.34826800e+00 -4.88518350e+00
 -1.46717040e+02  1.60356231e+02  5.92587210e+00 -1.20763755e+01
  1.38718956e+01 -1.47240573e+01  9.87847520e+00  1.83247150e+00
 -3.74231530e+00  1.17770220e+00 -1.36921114e+01 -3.92925760e+00
  1.46525043e+01  3.84311520e+00 -6.58805890e+00 -1.27705277e+01
  4.25595920e+00  2.85663100e+00  1.08849993e+01  6.76955070e+00
 -1.88133872e+01 -8.20152720e+00 -9.19056600e-01 -2.35827310e+00
 -1.86563890e+00  4.84517230e+00  7.37838020e+00 -4.82033770e+00
  2.49689860e+00 -1.65075427e+01 -9.84507570e+00  9.42324320e+00
  1.19201691e+01  1.49212859e+01 -2.22902404e+01  1.50792682e+01
 -6.87535040e+00  1.29152320e+01 -5.70294840e+00 -1.04580578e+01
  1.59846920e+00  6.74870500e+00 -1.98963410e+00 -2.42881530e+00
 -1.42483757e+01  1.64362902e+01 -2.42480732e+01  2.94869785e+01
  5.03943660e+00 -1.66529580e+00  2.31322120e+00 -9.23414300e-01
  9.24299450e+00 -1.85649869e+01  2.45453770e+00  3.01798800e-01
  2.15003420e+00  1.77467303e+01 -1.14610438e+01 -4.67743650e+00
 -1.87487320e+00  1.12280250e+01 -1.99621840e+00 -2.16388590e+00
  1.72347530e+00 -1.09207900e+00 -1.88545596e+01 -3.82119987e+01
  2.45803755e+01  3.13885441e+01 -1.16229875e+01  9.52743100e-01
 -5.22725310e+00  6.70135820e+00 -8.24050030e+00 -2.36679800e-01
  1.45713344e+01  4.31766310e+00 -3.63588730e+00  6.40103470e+00
 -1.40072700e+01  8.71829940e+00 -7.80489820e+00  9.27939940e+00
 -6.06930600e-01 -5.18185960e+00 -8.10784400e-01 -2.58090036e+01
  1.73880087e+01  1.93484506e+01]"
